Name,Borough,Latitude,Longitude
Earl Spencer (Pub),Wandsworth,51.44824493,-0.199459094
Gardeners Arms (Pub),Wandsworth,51.44824493,-0.199459094
Pig & Whistle (Pub),Wandsworth,51.44133308,-0.196766612
Old Fields (Pub),Wandsworth,51.44460686,-0.205588641
Park Tavern (Pub),Wandsworth,51.45090821,-0.198965732
Garden Shed (Pub),Merton,51.4202261,-0.186795607
Sultan (Pub),Merton,51.41862654,-0.1857083
Kilkenny Tavern (Pub),Merton,51.4154999,-0.191714057
Nelson Arms (Pub),Merton,51.41582685,-0.186682014
Wibbas Down Inn (Pub),Merton,51.41815929,-0.202079374
Old Frizzle (Pub),Merton,51.41997942,-0.202899717
O'Neill's (Pub),Merton,51.41997942,-0.202899717
Charles Holden (Pub),Merton,51.41752438,-0.179581978
Holiday Inn Express (Pub),Merton,51.41752438,-0.179581978
Royal Standard (Pub),Merton,51.41878026,-0.178223275
Trafalgar (Pub),Merton,51.41351339,-0.188858755
Venus Bar & Brasserie (Pub),Merton,51.41768453,-0.177734688
Kiss Me Hardy (Pub),Merton,51.41621882,-0.178900364
Elm Park Tavern (Pub),Lambeth,51.4499259,-0.118652094
Wimbledon Brewery Tap (Pub),Merton,51.4131523,-0.173701296
Wandle Pirates (Pub),Merton,51.4129937,-0.183170163
Merton Apprentice (Pub),Merton,51.4129937,-0.183170163
Premier Inn London Wimbledon South (Pub),Merton,51.4138067,-0.180506211
Frankie & Benny's (Pub),Merton,51.41353808,-0.17710859
Prince of Wales (Pub),Merton,51.40975934,-0.19267389
Leather Bottle (Pub),Merton,51.4124069,-0.207553945
Prince of Wales (Pub),Merton,51.42032687,-0.206208547
Garratt & Gauge (Pub),Merton,51.42032687,-0.206208547
Hand In Hand (Pub),Merton,51.42129157,-0.228248994
Crooked Billet (Pub),Merton,51.42129157,-0.228248994
Swan (Pub),Merton,51.42066607,-0.220794021
Fox & Grapes (Pub),Merton,51.42658868,-0.230662089
Rose & Crown (Pub),Merton,51.42604028,-0.220570879
Fire Stables (Pub),Merton,51.42633641,-0.216977589
Dog & Fox (Pub),Merton,51.42509634,-0.217629983
Hemingway's (Pub),Merton,51.42551562,-0.218591809
All Bar One (Pub),Merton,51.42267575,-0.208676888
Alexandra (Pub),Merton,51.42188855,-0.207772741
Hand & Racquet (Pub),Merton,51.42188855,-0.207772741
Loose Box (Pub),City of Westminster,51.4946373,-0.129302764
American Bar (Pub),City of Westminster,51.50591008,-0.140354449
Blue Posts (Pub),City of Westminster,51.50700625,-0.140295384
St James's Cafe (Pub),City of Westminster,51.50303257,-0.130183592
Silver Cross (Pub),City of Westminster,51.50642376,-0.126860055
Old Shades (Pub),City of Westminster,51.50642376,-0.126860055
Walker's of Whitehall (Pub),City of Westminster,51.50702149,-0.127123735
Lord Moon of the Mall (Pub),City of Westminster,51.50646107,-0.127506981
Clarence (Pub),City of Westminster,51.50619702,-0.126739668
Tattershall Castle (Pub),City of Westminster,51.50564726,-0.12216547
St Stephen's Tavern (Pub),City of Westminster,51.50117203,-0.125173593
Red Lion (Pub),City of Westminster,51.50213361,-0.12569605
Rail House Cafe (Pub),City of Westminster,51.49740288,-0.143755238
Flight Club (Pub),City of Westminster,51.49740288,-0.143755238
Cask & Glass (Pub),City of Westminster,51.49857059,-0.14026435
Phoenix (Pub),City of Westminster,51.49872539,-0.142087822
Other Palace Bar (Pub),City of Westminster,51.49872539,-0.142087822
Greenwood (Pub),City of Westminster,51.49677823,-0.143492485
Sourced Market (Pub),City of Westminster,51.49677823,-0.143492485
Market Hall Victoria (Pub),City of Westminster,51.4964769,-0.144340338
All Bar One (Pub),City of Westminster,51.49751623,-0.137858044
Colonies (Pub),City of Westminster,51.49868042,-0.13925134
M Bar Victoria St (Pub),City of Westminster,51.49732766,-0.138442022
Feathers (Pub),City of Westminster,51.49934362,-0.132884847
Old Star (Pub),City of Westminster,51.4999821,-0.133449473
Munich Cricket Club (Pub),City of Westminster,51.49739858,-0.134981386
Albert (Pub),City of Westminster,51.49779417,-0.135541527
Caxton Bar & Grill (Pub),City of Westminster,51.49881169,-0.133929543
Two Chairmen (Pub),City of Westminster,51.50050164,-0.131627205
Buckingham Arms (Pub),City of Westminster,51.49911094,-0.136914141
Adam & Eve (Pub),City of Westminster,51.49940534,-0.135634234
Sanctuary House Hotel (Pub),City of Westminster,51.49956953,-0.131823829
Blue Boar Smokehouse & Bar (Pub),City of Westminster,51.49957132,-0.13250093
Windsor Castle (Pub),City of Westminster,51.49509533,-0.137740649
Greencoat Boy (Pub),City of Westminster,51.49629863,-0.13593394
Slug & Lettuce (Pub),City of Westminster,51.49707293,-0.135426899
White Horse & Bower (Pub),City of Westminster,51.49503652,-0.131216889
Barley Mow (Pub),City of Westminster,51.49503652,-0.131216889
Speaker (Pub),City of Westminster,51.49694234,-0.132305884
Grafton Arms (Pub),City of Westminster,51.49719543,-0.134082028
Grange Rochester Hotel Bar (Pub),City of Westminster,51.49441641,-0.136327697
Westminster Arms (Pub),City of Westminster,51.50062088,-0.130080638
Marquis of Granby (Pub),City of Westminster,51.49516023,-0.127696622
Royal Oak (Pub),City of Westminster,51.49402275,-0.132497302
Millbank Lounge (Pub),City of Westminster,51.49330482,-0.126951536
Morpeth Arms (Pub),City of Westminster,51.4893063,-0.128843994
Brass Monkey (Pub),City of Westminster,51.49401103,-0.140248319
Prince of Wales (Pub),City of Westminster,51.4926431,-0.140750593
Jugged Hare (Pub),City of Westminster,51.49330358,-0.138735684
Brougham (Pub),City of Westminster,51.49362205,-0.141805606
Wetherspoon's (Pub),City of Westminster,51.49497494,-0.144329328
Beer House (Pub),City of Westminster,51.49497494,-0.144329328
Sloe Bar & Cafe (Pub),City of Westminster,51.49497494,-0.144329328
Sports Bar & Grill Victoria (Pub),City of Westminster,51.49573645,-0.144716184
Willow Walk (Pub),City of Westminster,51.49534051,-0.14242721
2 Bridge Place (Pub),City of Westminster,51.49395291,-0.143391231
St George's Tavern (Pub),City of Westminster,51.49329223,-0.144829871
Queens Arms (Pub),City of Westminster,51.49255043,-0.139443443
Warwick (Pub),City of Westminster,51.49255043,-0.139443443
Marquis of Westminster (Pub),City of Westminster,51.4918924,-0.140478627
Cask Pub & Kitchen (Pub),City of Westminster,51.49108633,-0.137284643
Constitution (Pub),City of Westminster,51.49151306,-0.139240791
Pride Of Pimlico (Pub),City of Westminster,51.48972957,-0.135092782
White Swan (Pub),City of Westminster,51.49013799,-0.131374033
Moo Cantina Argentina (Pub),City of Westminster,51.49083615,-0.13455785
Gallery (Pub),City of Westminster,51.48867633,-0.134458744
Grosvenor (Pub),City of Westminster,51.48662643,-0.13166163
Dolphin Bar & Grill (Pub),City of Westminster,51.48699188,-0.136544053
White Ferry House (Pub),City of Westminster,51.48897977,-0.146791113
Vagabond (Pub),City of Westminster,51.49733737,-0.144161303
23 Grosvenor Gardens (Pub),City of Westminster,51.4972341,-0.145591813
Plumbers Arms (Pub),City of Westminster,51.49687485,-0.147897127
Victoria (Pub),City of Westminster,51.49560849,-0.146291711
Bag O'Nails (Pub),City of Westminster,51.49863328,-0.143085697
BBar & Restaurant (Pub),City of Westminster,51.49863328,-0.143085697
New York Bar (Pub),City of Westminster,51.49843671,-0.143165728
Balls Brothers (Pub),City of Westminster,51.49699042,-0.144967794
Shakespeare (Pub),City of Westminster,51.49625076,-0.144824954
Grosvenor Arms (Pub),City of Westminster,51.49561838,-0.145210808
Royal Court Cafe Bar & Kitchen (Pub),Kensington and Chelsea,51.49261133,-0.156396522
Colbert (Pub),Kensington and Chelsea,51.49284318,-0.156271918
Rose & Crown (Pub),Kensington and Chelsea,51.49003704,-0.156817287
Botanist (Pub),Kensington and Chelsea,51.49309103,-0.156593249
Antelope (Pub),Kensington and Chelsea,51.49417636,-0.155843541
Fox & Hounds (Pub),City of Westminster,51.49083328,-0.154840475
No 11 Pimlico Road (Pub),City of Westminster,51.49065215,-0.151332938
Orange (Pub),City of Westminster,51.49041761,-0.152999006
Rising Sun (Pub),City of Westminster,51.49010648,-0.150375474
Duke Of Wellington (Pub),City of Westminster,51.49329602,-0.153617351
Belgravia (Pub),City of Westminster,51.49249969,-0.151589524
Thomas Cubitt (Pub),City of Westminster,51.49381819,-0.150801455
Traveller's Tavern (Pub),City of Westminster,51.49315536,-0.149258046
Horse & Groom (Pub),City of Westminster,51.49947531,-0.150846138
Grenadier (Pub),City of Westminster,51.50128069,-0.154706539
Paxton's Head (Pub),City of Westminster,51.50151396,-0.162117507
Tattersalls Tavern (Pub),City of Westminster,51.50094176,-0.162904181
Harrods Terrace Bar (Pub),Kensington and Chelsea,51.49944476,-0.163209339
Wilton Arms (Pub),City of Westminster,51.5013358,-0.157067303
Nags Head (Pub),City of Westminster,51.5013358,-0.157067303
Star Tavern (Pub),City of Westminster,51.49818297,-0.155580901
Alfred Tennyson (Pub),City of Westminster,51.49968099,-0.156485731
Gloucester (Pub),Kensington and Chelsea,51.49995225,-0.159442837
Tom Cribb (Pub),City of Westminster,51.50958847,-0.131889374
Comedy (Pub),City of Westminster,51.51015345,-0.132356236
Planet Hollywood (Pub),City of Westminster,51.50901327,-0.132474941
Tiger Tiger (Pub),City of Westminster,51.50963428,-0.132507178
Rileys Sports Bar (Pub),City of Westminster,51.50790472,-0.131756532
London Beer House (Pub),City of Westminster,51.5078397,-0.13219151
Chequers Tavern (Pub),City of Westminster,51.50750479,-0.137710012
Three Crowns (Pub),City of Westminster,51.50869,-0.134765079
Red Lion (Pub),City of Westminster,51.50829463,-0.136481699
Red Lion (Pub),City of Westminster,51.50586849,-0.137733533
Davy's at St James's (Pub),City of Westminster,51.50609545,-0.137868375
Golden Lion (Pub),City of Westminster,51.50609545,-0.137868375
Cavern (Pub),Merton,51.40980323,-0.233884412
Raynes Park Tavern (Pub),Merton,51.40966999,-0.231013613
Mora Meza Bar & Restaurant (Pub),Merton,51.40893953,-0.228496655
Edward Rayne (Pub),Merton,51.40973954,-0.229069667
Effra Social (Pub),Lambeth,51.45566939,-0.113435672
Hootananny (Pub),Lambeth,51.45566939,-0.113435672
Effra Hall (Pub),Lambeth,51.45967804,-0.113860605
Gremio De Brixton (Pub),Lambeth,51.45967773,-0.116077484
Ritzy Cinema Bar (Pub),Lambeth,51.46127292,-0.114615424
White Horse (Pub),Lambeth,51.45489362,-0.120002405
Crown & Sceptre (Pub),Lambeth,51.44496079,-0.124756277
Sultan (Pub),Lambeth,51.44894592,-0.124276404
Hand In Hand (Pub),Lambeth,51.44740792,-0.127073777
Windmill (Pub),Lambeth,51.45451943,-0.122464693
Prince of Wales (Pub),Lambeth,51.45349761,-0.126608698
Barrio (Pub),Lambeth,51.46110302,-0.11747277
Hope & Anchor (Pub),Lambeth,51.45953677,-0.127484318
Bunch Of Grapes (Pub),Kensington and Chelsea,51.4976684,-0.166925834
Hour Glass (Pub),Kensington and Chelsea,51.49408775,-0.168553376
Enterprise (Pub),Kensington and Chelsea,51.49529443,-0.16578215
Admiral Codrington (Pub),Kensington and Chelsea,51.49383134,-0.165956153
Builders Arms (Pub),Kensington and Chelsea,51.48906623,-0.167746323
Surprise (Pub),Kensington and Chelsea,51.48628051,-0.162701463
Phoenix (Pub),Kensington and Chelsea,51.48898563,-0.163168899
Chelsea Potter (Pub),Kensington and Chelsea,51.48839216,-0.16604482
Caffe Concerto (Pub),Kensington and Chelsea,51.49150722,-0.160532201
Chelsea Pig (Pub),Kensington and Chelsea,51.48472748,-0.172658912
Cross Keys (Pub),Kensington and Chelsea,51.48374747,-0.170940929
Phene (Pub),Kensington and Chelsea,51.48524359,-0.167697913
Coopers Arms (Pub),Kensington and Chelsea,51.486082,-0.164956414
Crown (Pub),Kensington and Chelsea,51.49007835,-0.173251637
Sydney Arms (Pub),Kensington and Chelsea,51.48853219,-0.16925139
Picture House Bar (Pub),Lambeth,51.46357275,-0.138102241
Rectory (Pub),Lambeth,51.46582918,-0.140889925
No 32 The Old Town (Pub),Lambeth,51.46302764,-0.140586203
Rose & Crown (Pub),Lambeth,51.46348999,-0.141388029
Sun (Pub),Lambeth,51.46412952,-0.140886969
Jam Tree (Pub),Lambeth,51.46540009,-0.141051324
Prince of Wales (Pub),Lambeth,51.46415196,-0.141735469
Bobbin (Pub),Lambeth,51.46607646,-0.143442619
Stonhouse (Pub),Lambeth,51.46440822,-0.136916509
Bridge Wine Bar (Pub),Lambeth,51.46579418,-0.133591908
Bread & Roses (Pub),Lambeth,51.466395,-0.136878835
Clapham Tap (Pub),Lambeth,51.46450447,-0.135616869
WC Wine & Charcuterie (Pub),Lambeth,51.46155375,-0.137810059
Alexandra (Pub),Lambeth,51.46155375,-0.137810059
Belle Vue (Pub),Lambeth,51.46155375,-0.137810059
King & Co (Pub),Lambeth,51.45918191,-0.133991035
Coach & Horses (Pub),Lambeth,51.45984809,-0.131214372
Red Dog South (Pub),Lambeth,51.46493156,-0.129120814
Falcon (Pub),Lambeth,51.46432829,-0.12907349
Bodean's (Pub),Lambeth,51.46215929,-0.136302622
Revolution (Pub),Lambeth,51.46287568,-0.134416324
Stane Street Syndicate (Pub),Lambeth,51.46218694,-0.138043434
Two Brewers (Pub),Lambeth,51.46317889,-0.134821464
64th & Social (Pub),Lambeth,51.46359148,-0.133624134
La Rueda (Pub),Lambeth,51.46359148,-0.133624134
Railway (Pub),Lambeth,51.46440159,-0.131978656
Fifty Five at the Oak (Pub),Lambeth,51.46500659,-0.130442275
Rookery (Pub),Lambeth,51.4570736,-0.14280007
Windmill on the Common (Pub),Lambeth,51.45758566,-0.145039263
Perky Nel (Pub),Lambeth,51.45374731,-0.146274288
Abbeville (Pub),Lambeth,51.45483891,-0.139680904
33 Abbeville Road (Pub),Lambeth,51.45353165,-0.141173364
Duke of Clarence (Pub),Kensington and Chelsea,51.49096179,-0.182651716
Drayton Arms (Pub),Kensington and Chelsea,51.49064332,-0.183571901
King's Head (Pub),Kensington and Chelsea,51.49289264,-0.192961472
Blackbird (Pub),Kensington and Chelsea,51.49196397,-0.192220314
Courtfield (Pub),Kensington and Chelsea,51.49196397,-0.192220314
Bolton (Pub),Kensington and Chelsea,51.48978397,-0.190808454
Pembroke (Pub),Kensington and Chelsea,51.48869542,-0.191946285
Earls Court Tavern (Pub),Kensington and Chelsea,51.49382784,-0.194710821
Prince of Teck (Pub),Kensington and Chelsea,51.49296864,-0.193808406
McGettigan's (Pub),Hammersmith and Fulham,51.48004281,-0.196508098
Oyster Rooms (Pub),Hammersmith and Fulham,51.48004281,-0.196508098
Whole Foods Market (Pub),Hammersmith and Fulham,51.48004281,-0.196508098
Malt House (Pub),Hammersmith and Fulham,51.48160661,-0.198203523
Market Hall Fulham (Pub),Hammersmith and Fulham,51.48059429,-0.194945357
Maddisons (Pub),Hammersmith and Fulham,51.48059429,-0.194945357
Kona Kai (Pub),Hammersmith and Fulham,51.48012067,-0.19280378
Butcher's Hook (Pub),Hammersmith and Fulham,51.48030115,-0.188764145
Frankie's Sports Bar & Diner (Pub),Hammersmith and Fulham,51.48112478,-0.190272561
Simmons (Pub),Hammersmith and Fulham,51.48125648,-0.199412685
Cock Tavern (Pub),Hammersmith and Fulham,51.48125648,-0.199412685
Goose (Pub),Hammersmith and Fulham,51.48519105,-0.202656957
Harwood Arms (Pub),Hammersmith and Fulham,51.48242812,-0.197825509
SW9 (Pub),Lambeth,51.4632683,-0.11567052
Atlas (Pub),Hammersmith and Fulham,51.48622487,-0.196192274
Prince (Pub),Hammersmith and Fulham,51.48709313,-0.197684822
George & Dragon (Pub),Hammersmith and Fulham,51.48550489,-0.202010865
Lillie Langtry (Pub),Hammersmith and Fulham,51.48626573,-0.19826479
Rose (Pub),Hammersmith and Fulham,51.47671177,-0.189842268
Queen Elizabeth (Pub),Hammersmith and Fulham,51.47454518,-0.188718371
Tommy Tucker (Pub),Hammersmith and Fulham,51.47816947,-0.192232795
Chelsea Lodge (Pub),Hammersmith and Fulham,51.47949904,-0.187485355
Jam Tree (Pub),Hammersmith and Fulham,51.4789789,-0.187577966
Imperial Arms (Pub),Hammersmith and Fulham,51.47845457,-0.188563618
Sands End (Pub),Hammersmith and Fulham,51.47237013,-0.18704774
Waterside Inn (Pub),Hammersmith and Fulham,51.47323949,-0.181051861
Callow Ruscoe (Pub),Hammersmith and Fulham,51.47162405,-0.191728215
Joe's Brasserie (Pub),Hammersmith and Fulham,51.47245242,-0.191796276
Golden Lion (Pub),Hammersmith and Fulham,51.47003478,-0.210062886
Eight Bells (Pub),Hammersmith and Fulham,51.4680477,-0.210083032
Temperance (Pub),Hammersmith and Fulham,51.46985614,-0.21073221
King's Head (Pub),Hammersmith and Fulham,51.47090548,-0.211137536
Amuse Bouche (Pub),Hammersmith and Fulham,51.47488949,-0.200570436
Boma Green (Bar & Restaurant) (Pub),Hammersmith and Fulham,51.47222459,-0.202129578
King's Arms (Pub),Hammersmith and Fulham,51.46917725,-0.209851663
Pilango Cider (Pub),Hammersmith and Fulham,51.47331229,-0.205038764
White Horse (Pub),Hammersmith and Fulham,51.4737703,-0.199131281
Duke On The Green (Pub),Hammersmith and Fulham,51.4725593,-0.199913316
Fulham Wine Rooms (Pub),Hammersmith and Fulham,51.4740064,-0.206912312
Slug @ Fulham (Pub),Hammersmith and Fulham,51.48028048,-0.19851498
Brown Cow (Pub),Hammersmith and Fulham,51.47470609,-0.206798485
Octoberfest Pub (Pub),Hammersmith and Fulham,51.47470609,-0.206798485
Durell Arms (Pub),Hammersmith and Fulham,51.4738769,-0.207853377
Mitre (Pub),Hammersmith and Fulham,51.48021528,-0.203644579
Wellington (Pub),Hammersmith and Fulham,51.48275502,-0.2021334
Rylston (Pub),Hammersmith and Fulham,51.4836864,-0.207757115
Captain Cook (Pub),Hammersmith and Fulham,51.48106877,-0.209472697
Bedford Arms (Pub),Hammersmith and Fulham,51.48125574,-0.209350162
Hoop & Toy (Pub),Kensington and Chelsea,51.49474823,-0.174001316
Zetland Arms (Pub),Kensington and Chelsea,51.49372046,-0.176145689
Anglesea Arms (Pub),Kensington and Chelsea,51.49027252,-0.177061193
Tavern (Pub),Kensington and Chelsea,51.49421909,-0.185100839
Coco Momo (Pub),Kensington and Chelsea,51.49818642,-0.183459204
Gloucester Arms (Pub),Kensington and Chelsea,51.49914753,-0.183968465
Stanhope Arms (Pub),Kensington and Chelsea,51.49423562,-0.182103693
Steak & Co (Pub),Kensington and Chelsea,51.49317424,-0.182088313
Hereford Arms (Pub),Kensington and Chelsea,51.49308198,-0.181357288
Queens Arms (Pub),Kensington and Chelsea,51.49981066,-0.180916424
Fentiman Arms (Pub),Lambeth,51.48121553,-0.118891898
Tia Maria (Pub),Lambeth,51.48072636,-0.124845657
Estrela Bar (Pub),Lambeth,51.47926292,-0.123307058
Canton Arms (Pub),Lambeth,51.47675584,-0.122862653
Duke of Cambridge (Pub),Lambeth,51.47473981,-0.123319758
Cavendish Arms (Pub),Lambeth,51.47654488,-0.127666751
Riverside (Pub),Lambeth,51.48566583,-0.126126701
Cottons (Pub),Lambeth,51.48566583,-0.126126701
Brunswick House (Pub),Lambeth,51.48587465,-0.122877315
Nott (Pub),Lambeth,51.47869221,-0.128673389
Priory Arms (Pub),Lambeth,51.47498847,-0.12931446
Surprise (Pub),Lambeth,51.4745293,-0.131536444
Feeleys Free House (Pub),Lambeth,51.47148245,-0.135030234
Griffin Belle (Pub),Lambeth,51.48172848,-0.125654323
Mawbey Arms (Pub),Lambeth,51.47825013,-0.125768012
Nolans (Pub),Lambeth,51.47978546,-0.126742046
Victoria (Pub),Wandsworth,51.47274258,-0.148154428
Flanagans of Battersea (Pub),Wandsworth,51.47823938,-0.14431726
Masons Arms (Pub),Wandsworth,51.47668762,-0.146842717
Duchess Belle (Pub),Wandsworth,51.47884864,-0.143039626
Mondo Tap House (Pub),Wandsworth,51.47397999,-0.139406821
24 The Oval (Pub),Lambeth,51.48086316,-0.113750431
Crown & Anchor (Pub),Lambeth,51.47110255,-0.112972055
Phonox (Pub),Lambeth,51.46430542,-0.114735212
Beehive (Pub),Lambeth,51.46375811,-0.114253884
Clarkshaw Tap Room (Pub),Lambeth,51.46529159,-0.103954383
Hero Of Switzerland (Pub),Lambeth,51.46696796,-0.105295865
Duke Of Edinburgh (Pub),Lambeth,51.4634111,-0.119522891
Canova Hall (Pub),Lambeth,51.46410751,-0.115290439
Trinity Arms (Pub),Lambeth,51.46192387,-0.118749036
Prince of Wales (Pub),Lambeth,51.46184557,-0.114994916
Ekcovision (Pub),Lambeth,51.46287249,-0.113426607
Prince Albert (Pub),Lambeth,51.46183229,-0.113052013
Market House (Pub),Lambeth,51.46147448,-0.113728975
Satay Bar (Pub),Lambeth,51.46140471,-0.114422849
Dogstar (Pub),Lambeth,51.46167576,-0.112266695
Craft Beer Co. (Pub),Lambeth,51.46355831,-0.11413255
Ghost Whale (Pub),Lambeth,51.46072351,-0.111211915
Lounge (Pub),Lambeth,51.46158676,-0.111766511
Phoenix (Pub),Lambeth,51.46789288,-0.128164673
Swan (Pub),Lambeth,51.47188616,-0.122572826
La Fonda de Maria (Pub),Lambeth,51.47096444,-0.123416981
Clapham North (Pub),Lambeth,51.46656467,-0.128334175
Caf̩ Cairo (Pub),Lambeth,51.4639614,-0.123560151
Porto (Pub),Lambeth,51.46587396,-0.125065432
Landor (Pub),Lambeth,51.46570527,-0.125763414
Marquis Of Lorne (Pub),Lambeth,51.46597236,-0.119417627
Queen's Head (Pub),Lambeth,51.46707054,-0.117803138
Blacksmith's Arms (Pub),Bromley,51.31768762,0.074106227
Aperfield Inn (Pub),Bromley,51.30173607,0.051996376
Old Jail (Pub),Bromley,51.31486079,0.052324195
Black Horse (Pub),Bromley,51.31511416,0.033680193
Flying Machine (Pub),Bromley,51.31116929,0.026230662
Hand & Flower (Pub),Richmond upon Thames,51.43281621,-0.306455845
Dukes Head (Pub),Richmond upon Thames,51.45832152,-0.300430374
White Horse (Pub),Richmond upon Thames,51.46155111,-0.296178918
Lass o' Richmond Hill (Pub),Richmond upon Thames,51.45091028,-0.295999147
Marlborough (Pub),Richmond upon Thames,51.45519219,-0.296717813
Roebuck (Pub),Richmond upon Thames,51.45220219,-0.298268309
Gate (Pub),Richmond upon Thames,51.45128902,-0.296690286
Victoria Inn (Pub),Richmond upon Thames,51.45741107,-0.304005202
Rose of York (Pub),Richmond upon Thames,51.45062929,-0.300183364
Fox & Duck (Pub),Richmond upon Thames,51.44513649,-0.302776217
New Inn (Pub),Richmond upon Thames,51.43717236,-0.304855767
Ham Brewery Tap (Pub),Richmond upon Thames,51.43686592,-0.311658358
Adelaide (Pub),Richmond upon Thames,51.42391223,-0.334574924
Railway (Pub),Richmond upon Thames,51.42388503,-0.332662881
Teddington Arms (Pub),Richmond upon Thames,51.42698191,-0.332909783
Clock House (Pub),Richmond upon Thames,51.42739713,-0.331125331
Shambles Bar & Restaurant (Pub),Richmond upon Thames,51.427375,-0.329572572
Kings Head (Pub),Richmond upon Thames,51.427375,-0.329572572
Waldegrave Arms (Pub),Richmond upon Thames,51.43258654,-0.338776848
Masons Arms (Pub),Richmond upon Thames,51.4270534,-0.338574724
Abercorn Arms (Pub),Richmond upon Thames,51.4295101,-0.338701405
Hogarth (Pub),Richmond upon Thames,51.42587052,-0.336963438
Red Lion (Pub),Richmond upon Thames,51.43087793,-0.345125385
Builders Arms (Pub),Richmond upon Thames,51.42555237,-0.33040141
Lion (Pub),Richmond upon Thames,51.41812807,-0.318691898
Tide End Cottage (Pub),Richmond upon Thames,51.42942231,-0.323700507
M Bar & Grill (Pub),Richmond upon Thames,51.45038353,-0.331898838
Turks Head (Pub),Richmond upon Thames,51.45607419,-0.322968506
Ailsa Tavern (Pub),Richmond upon Thames,51.46031971,-0.323043254
Roebuck (Pub),Richmond upon Thames,51.42902742,-0.352917064
La Familia Restaurant & Bar (Pub),Richmond upon Thames,51.42509407,-0.357776391
Bloated Mallard (Pub),Richmond upon Thames,51.42631007,-0.356639598
Beech House (Pub),Richmond upon Thames,51.42750819,-0.354870461
Star (Pub),Richmond upon Thames,51.42562821,-0.35675036
Windmill (Pub),Richmond upon Thames,51.42781826,-0.362238708
Railway Bell (Pub),Richmond upon Thames,51.41595044,-0.370773787
Worlds End (Pub),Richmond upon Thames,51.41509064,-0.366504525
Bell Inn (Pub),Richmond upon Thames,51.41302082,-0.361890437
Jolly Coopers (Pub),Richmond upon Thames,51.41413551,-0.361217819
Royal Oak (Pub),Richmond upon Thames,51.42277698,-0.381246474
Hamptons Ale House (Pub),Richmond upon Thames,51.42623373,-0.378261863
St Margarets Tavern (Pub),Richmond upon Thames,51.45416544,-0.317784807
Crown (Pub),Richmond upon Thames,51.45119203,-0.318628095
Rising Sun (Pub),Richmond upon Thames,51.45318628,-0.313474064
KTM ROX (Pub),Hounslow,51.44355325,-0.411133363
Moon on the Square (Pub),Hounslow,51.44654444,-0.410900078
Three Horseshoes (Pub),Hounslow,51.43629687,-0.41980168
General Roy (Pub),Hounslow,51.43800797,-0.41134009
Frankie & Benny's (Pub),Hounslow,51.44260808,-0.406417632
Royal Oak (Pub),Richmond upon Thames,51.44869869,-0.324735555
Le Baron (Pub),Richmond upon Thames,51.44945023,-0.323211243
White Swan (Pub),Richmond upon Thames,51.4471557,-0.321223003
Barmy Arms (Pub),Richmond upon Thames,51.44647887,-0.326083285
Crafty Winger (Pub),Richmond upon Thames,51.44754094,-0.327411611
Brewery Market (Pub),Richmond upon Thames,51.44667571,-0.32790377
Bear (Pub),Richmond upon Thames,51.44737383,-0.327043543
Eel Pie (Pub),Richmond upon Thames,51.44690647,-0.327060637
Fox (Pub),Richmond upon Thames,51.44664583,-0.32707017
Shack 68 (Pub),Richmond upon Thames,51.44950714,-0.329714411
William Webb Ellis (Pub),Richmond upon Thames,51.44774446,-0.328440362
George (Pub),Richmond upon Thames,51.446409,-0.328748207
Cabbage Patch (Pub),Richmond upon Thames,51.44819921,-0.329431164
Timberyard (Pub),Richmond upon Thames,51.44819921,-0.329431164
Green Man (Pub),Hounslow,51.46540956,-0.416162178
Bell on the Green (Pub),Hounslow,51.45109184,-0.438821127
Load of Hay - Galicja Restaurant (Pub),Hounslow,51.45471552,-0.425355147
Beehive (Pub),Hounslow,51.45543997,-0.419716812
Duke of Wellington (Pub),Hounslow,51.46236461,-0.427107478
Three Kings (Pub),Richmond upon Thames,51.44553405,-0.331082714
Albany (Pub),Richmond upon Thames,51.44821894,-0.332078523
Alexander Pope (Pub),Richmond upon Thames,51.4402751,-0.33308758
Prince Blucher (Pub),Richmond upon Thames,51.44449604,-0.34348188
TW2 Bar & Grill (Pub),Richmond upon Thames,51.44449604,-0.34348188
Bloomsbury (Pub),Richmond upon Thames,51.44208035,-0.35200151
Sussex Arms (Pub),Richmond upon Thames,51.44407383,-0.346058599
Brouge (Pub),Richmond upon Thames,51.43662937,-0.349967592
Fountain (Pub),Richmond upon Thames,51.43834665,-0.358912659
Prince Albert (Pub),Richmond upon Thames,51.44196634,-0.344551918
Prince of Wales (Pub),Richmond upon Thames,51.43922697,-0.348607806
Winning Post (Pub),Richmond upon Thames,51.44787293,-0.355951992
Admiral Nelson (Pub),Richmond upon Thames,51.45275426,-0.360339111
Duke of Cambridge (Pub),Richmond upon Thames,51.45519741,-0.3524503
White Hart Inn (Pub),Richmond upon Thames,51.45588352,-0.356484618
Prince Albert (Pub),Richmond upon Thames,51.4543998,-0.358409032
Bulstrode (Pub),Hounslow,51.47040357,-0.3665889
Coach & Horses (Pub),Hounslow,51.47169353,-0.350819431
Gio's Bar (Pub),Hounslow,51.46962025,-0.358150806
Sun (Pub),Hounslow,51.46715515,-0.361924982
Lord Clyde (Pub),Hounslow,51.46591576,-0.359464295
Bell (Pub),Hounslow,51.4675959,-0.366444394
Moon Under Water (Pub),Hounslow,51.46698844,-0.369316732
