Name,Postcode,Workers_count,Latitude,Longitude
"Postcode 12154, SE5 7UA",SE5 7UA,35,51.481105,-0.086027975
"Postcode 12155, SE5 7TQ",SE5 7TQ,230,51.48071,-0.087743975
"Postcode 12156, HA0 4BY",HA0 4BY,21,51.543456,-0.296950976
"Postcode 12157, HA4 9BU",HA4 9BU,1,51.568436,-0.403774976
"Postcode 12158, SW15 1LB",SW15 1LB,229,51.470113,-0.221146976
"Postcode 12159, HA7 3HS",HA7 3HS,1,51.630615,-0.334405988
"Postcode 12160, HA8 5EQ",HA8 5EQ,46,51.603115,-0.271456976
"Postcode 12161, RM1 4PR",RM1 4PR,14,51.601528,0.189486024
"Postcode 12162, SE12 9PG",SE12 9PG,10,51.433992,0.026885024
"Postcode 12163, E11 4QN",E11 4QN,125,51.567111,0.008559024
"Postcode 12164, SW7 3LB",SW7 3LB,10,51.492669,-0.176830988
"Postcode 12165, N15 4DW",N15 4DW,35,51.584572,-0.067727975
"Postcode 12166, N15 4RR",N15 4RR,17,51.584426,-0.072652975
"Postcode 12167, N1 6JB",N1 6JB,8,51.530525,-0.085267976
"Postcode 12168, N17 6UA",N17 6UA,13,51.592566,-0.070589976
"Postcode 12169, N19 3QL",N19 3QL,35,51.569037,-0.124067975
"Postcode 12170, W1F 0RJ",W1F 0RJ,6,51.512114,-0.134188976
"Postcode 12171, W14 0PR",W14 0PR,2,51.497632,-0.212324976
"Postcode 12172, SW7 2EP",SW7 2EP,234,51.500568,-0.179425976
"Postcode 12173, SW1W 8HR",SW1W 8HR,4,51.490832,-0.154864976
"Postcode 12174, NW2 6JH",NW2 6JH,24,51.558731,-0.246119976
"Postcode 12175, N20 0EU",N20 0EU,15,51.628016,-0.172771988
"Postcode 12176, NW10 6ST",NW10 6ST,39,51.527225,-0.257205976
"Postcode 12177, NW10 6PL",NW10 6PL,121,51.531116,-0.258239976
"Postcode 12178, SW3 2DY",SW3 2DY,97,51.494087,-0.168577976
"Postcode 12179, W1S 1NX",W1S 1NX,6,51.513119,-0.142521976
"Postcode 12180, SE16 7LF",SE16 7LF,16,51.496744,-0.040828976
"Postcode 12181, SW7 4TE",SW7 4TE,68,51.493081,-0.181380975
"Postcode 12182, BR3 5FH",BR3 5FH,4,51.409817,-0.017152988
"Postcode 12183, BR2 7EY",BR2 7EY,53,51.376108,0.006868025
"Postcode 12184, IG11 0EU",IG11 0EU,34,51.529342,0.094439024
"Postcode 12185, TW7 5FR",TW7 5FR,17,51.475991,-0.332937988
"Postcode 12186, IG3 9AB",IG3 9AB,219,51.557025,0.094282025
"Postcode 12187, HA3 9SJ",HA3 9SJ,12,51.580746,-0.289509975
"Postcode 12188, SE8 4HN",SE8 4HN,7,51.474114,-0.022945975
"Postcode 12189, KT2 6EU",KT2 6EU,77,51.41798,-0.294154976
"Postcode 12190, W1G 7AA",W1G 7AA,39,51.522048,-0.146496989
"Postcode 12191, EC1R 4QD",EC1R 4QD,32,51.525567,-0.110025975
"Postcode 12192, NW1 8UA",NW1 8UA,24,51.5395,-0.156026975
"Postcode 12193, EC4M 7BF",EC4M 7BF,2405,51.515715,-0.102379988
"Postcode 12194, SE3 0DD",SE3 0DD,104,51.466172,0.009436024
"Postcode 12195, NW1 2BF",NW1 2BF,568,51.525401,-0.135508988
"Postcode 12196, N6 4RU",N6 4RU,3,51.571458,-0.157114988
"Postcode 12197, SE25 5PP",SE25 5PP,41,51.389306,-0.089802976
"Postcode 12198, N22 8NQ",N22 8NQ,134,51.606615,-0.118359975
"Postcode 12199, UB3 1LT",UB3 1LT,26,51.498544,-0.430089977
"Postcode 12200, SW9 0TS",SW9 0TS,13,51.470019,-0.117822975
"Postcode 12201, N3 1QG",N3 1QG,66,51.602722,-0.194349976
"Postcode 12202, N3 1XE",N3 1XE,237,51.602983,-0.192805976
"Postcode 12203, N3 1QR",N3 1QR,12,51.604538,-0.190418975
"Postcode 12204, W1W 7QL",W1W 7QL,6,51.518533,-0.140282975
"Postcode 12205, SE18 3PP",SE18 3PP,2,51.479293,0.067821025
"Postcode 12206, SE22 8QF",SE22 8QF,145,51.459067,-0.081248975
"Postcode 12207, E2 7QL",E2 7QL,48,51.530449,-0.072943976
"Postcode 12208, W2 6DT",W2 6DT,57,51.514901,-0.181074976
"Postcode 12209, EC2R 7AF",EC2R 7AF,2001,51.515224,-0.088877976
"Postcode 12210, W1S 2YQ",W1S 2YQ,4,51.511504,-0.142197989
"Postcode 12211, NW9 7AJ",NW9 7AJ,212,51.573279,-0.234379975
"Postcode 12212, WC2H 8BU",WC2H 8BU,7,51.514479,-0.129090976
"Postcode 12213, CR0 2WE",CR0 2WE,69,51.377203,-0.097006988
"Postcode 12214, CR2 0RJ",CR2 0RJ,16,51.34147,-0.098942976
"Postcode 12215, CR7 8BP",CR7 8BP,7,51.406849,-0.109618976
"Postcode 12216, KT1 2QU",KT1 2QU,180,51.40681,-0.302061976
"Postcode 12217, SE27 0HN",SE27 0HN,49,51.430084,-0.103944976
"Postcode 12218, EC2N 2HG",EC2N 2HG,95,51.515706,-0.085297976
"Postcode 12219, CR2 7DP",CR2 7DP,8,51.360635,-0.091326976
"Postcode 12220, HA8 8NX",HA8 8NX,78,51.618074,-0.271191975
"Postcode 12221, E10 5NL",E10 5NL,8,51.557645,-0.013094988
"Postcode 12222, UB8 9FJ",UB8 9FJ,5,51.537326,-0.487334988
"Postcode 12223, E8 4WD",E8 4WD,3,51.532724,-0.060418988
"Postcode 12224, N19 5RZ",N19 5RZ,181,51.560302,-0.136242976
"Postcode 12225, N19 5QU",N19 5QU,67,51.563775,-0.135263976
"Postcode 12226, W1B 3AP",W1B 3AP,221,51.516241,-0.141979976
"Postcode 12227, SE18 7EX",SE18 7EX,80,51.487143,0.075997024
"Postcode 12228, SE10 8ES",SE10 8ES,29,51.479467,-0.007650976
"Postcode 12229, EN2 7HF",EN2 7HF,42,51.653051,-0.092106975
"Postcode 12230, E17 9DZ",E17 9DZ,90,51.579403,-0.005591976
"Postcode 12231, E2 6PR",E2 6PR,7,51.529239,-0.061720976
"Postcode 12232, TW6 3FH",TW6 3FH,23,51.459713,-0.439980976
"Postcode 12233, N14 6BS",N14 6BS,205,51.630407,-0.129526976
"Postcode 12234, N17 7LH",N17 7LH,41,51.605121,-0.086452976
"Postcode 12235, NW9 6LU",NW9 6LU,68,51.58838,-0.252845975
"Postcode 12236, W1T 2QW",W1T 2QW,16,51.51966,-0.135408976
"Postcode 12237, N8 9JA",N8 9JA,363,51.578367,-0.121561975
"Postcode 12238, SW19 3SE",SW19 3SE,212,51.419714,-0.206127976
"Postcode 12239, E14 5AJ",E14 5AJ,27,51.504218,-0.019510976
"Postcode 12240, W1U 6JF",W1U 6JF,4,51.519438,-0.158912976
"Postcode 12241, HA5 4SF",HA5 4SF,21,51.607189,-0.376666988
"Postcode 12242, EC4A 3AP",EC4A 3AP,284,51.515738,-0.108806976
"Postcode 12243, W1K 3JL",W1K 3JL,37,51.511662,-0.146417988
"Postcode 12244, RM8 1DT",RM8 1DT,1,51.563566,0.136988024
"Postcode 12245, N16 9BL",N16 9BL,1,51.557645,-0.086320975
"Postcode 12246, EC3N 2JY",EC3N 2JY,279,51.511669,-0.076462975
"Postcode 12247, N11 1RQ",N11 1RQ,8,51.61459,-0.137471988
"Postcode 12248, N11 1RY",N11 1RY,1,51.612751,-0.136593988
"Postcode 12249, N11 3HB",N11 3HB,8,51.61613,-0.151047975
"Postcode 12250, N11 3HA",N11 3HA,4,51.617022,-0.149115975
"Postcode 12251, IG1 2PG",IG1 2PG,24,51.544346,0.078137024
"Postcode 12252, W1U 6TF",W1U 6TF,5,51.519943,-0.156153976
"Postcode 12253, W1D 5DD",W1D 5DD,16,51.513446,-0.130300975
"Postcode 12254, IG8 0SR",IG8 0SR,21,51.611642,0.022743025
"Postcode 12255, BR6 0JB",BR6 0JB,273,51.382395,0.107208024
"Postcode 12256, N3 3QE",N3 3QE,120,51.596871,-0.196300976
"Postcode 12257, E16 2AX",E16 2AX,22,51.502008,0.024640024
"Postcode 12258, N18 2ER",N18 2ER,1,51.617622,-0.063084976
"Postcode 12259, N15 5BX",N15 5BX,30,51.583868,-0.073686975
"Postcode 12260, NW10 3AQ",NW10 3AQ,5,51.538263,-0.239408989
"Postcode 12261, NW10 3HA",NW10 3HA,188,51.535545,-0.218995976
"Postcode 12262, NW3 6TX",NW3 6TX,171,51.556441,-0.179027975
"Postcode 12263, NW3 6EX",NW3 6EX,1,51.551231,-0.185178975
"Postcode 12264, NW4 1EH",NW4 1EH,128,51.594435,-0.216305975
"Postcode 12265, NW4 1ET",NW4 1ET,43,51.595107,-0.213446976
"Postcode 12266, E9 5HP",E9 5HP,4,51.540835,-0.027887988
"Postcode 12267, W8 4RE",W8 4RE,32,51.502786,-0.187910976
"Postcode 12268, W11 4TR",W11 4TR,13,51.505718,-0.216109976
"Postcode 12269, NW9 8RP",NW9 8RP,23,51.5659,-0.265019976
"Postcode 12270, WC2R 1AP",WC2R 1AP,2542,51.513088,-0.112992975
"Postcode 12271, SE1 0UP",SE1 0UP,240,51.506626,-0.102624988
"Postcode 12272, UB6 0PZ",UB6 0PZ,66,51.551529,-0.322453976
"Postcode 12273, EC3V 1AB",EC3V 1AB,506,51.513052,-0.083509988
"Postcode 12274, SW1Y 4HX",SW1Y 4HX,68,51.508306,-0.131073976
"Postcode 12275, E2 7EY",E2 7EY,221,51.525074,-0.074179976
"Postcode 12276, N10 3HL",N10 3HL,20,51.589986,-0.144757976
"Postcode 12277, TW1 1PR",TW1 1PR,3,51.461716,-0.323244976
"Postcode 12278, SE15 4PF",SE15 4PF,57,51.466656,-0.070808975
"Postcode 12279, WC1V 6BZ",WC1V 6BZ,6,51.518501,-0.112393987
"Postcode 12280, WC1X 0ND",WC1X 0ND,2,51.528157,-0.117328975
"Postcode 12281, W1S 4HW",W1S 4HW,33,51.50935,-0.141910976
"Postcode 12282, E4 7DB",E4 7DB,14,51.630884,0.006086025
"Postcode 12283, N4 3NP",N4 3NP,16,51.562279,-0.108647976
"Postcode 12284, CR4 2PH",CR4 2PH,3,51.405306,-0.161302976
"Postcode 12285, EN2 6DR",EN2 6DR,44,51.65087,-0.080606975
"Postcode 12286, RM10 9QA",RM10 9QA,16,51.533325,0.155542012
"Postcode 12287, RM13 8HT",RM13 8HT,155,51.528429,0.169958013
"Postcode 12288, RM13 8UX",RM13 8UX,22,51.513085,0.174865024
"Postcode 12289, RM3 7GR",RM3 7GR,15,51.609676,0.209116012
"Postcode 12290, W6 9HN",W6 9HN,1,51.482802,-0.223585976
"Postcode 12291, RM3 8QY",RM3 8QY,95,51.60575,0.224289012
"Postcode 12292, RM7 8HR",RM7 8HR,1,51.593284,0.159374012
"Postcode 12293, N4 2BA",N4 2BA,2,51.570833,-0.089374975
"Postcode 12294, KT1 4BJ",KT1 4BJ,47,51.411612,-0.310194988
"Postcode 12295, SE17 1AX",SE17 1AX,1,51.49231,-0.091579988
"Postcode 12296, EC2N 4AG",EC2N 4AG,9,51.515719,-0.081595989
"Postcode 12297, W1K 7BA",W1K 7BA,42,51.512549,-0.156552988
"Postcode 12298, DA1 4BB",DA1 4BB,2,51.450779,0.175011013
"Postcode 12299, DA1 4LY",DA1 4LY,30,51.459376,0.191471012
"Postcode 12300, E1W 3QQ",E1W 3QQ,44,51.506679,-0.057533988
"Postcode 12301, E17 6NQ",E17 6NQ,1,51.586385,-0.039988989
"Postcode 12302, E17 6JW",E17 6JW,24,51.590853,-0.036649989
"Postcode 12303, E18 2TX",E18 2TX,150,51.593705,0.022581012
"Postcode 12304, E5 9BW",E5 9BW,3,51.570348,-0.065112987
"Postcode 12305, E8 1FR",E8 1FR,5,51.544422,-0.058567987
"Postcode 12306, EC1Y 0RT",EC1Y 0RT,76,51.523878,-0.095679987
"Postcode 12307, W14 9SU",W14 9SU,75,51.486716,-0.209519988
"Postcode 12308, W1D 3RB",W1D 3RB,241,51.515884,-0.133746988
"Postcode 12309, E1 2QZ",E1 2QZ,9,51.513791,-0.057994988
"Postcode 12310, EC2V 7EL",EC2V 7EL,61,51.515792,-0.094319988
"Postcode 12311, W1U 7LB",W1U 7LB,15,51.519374,-0.155988988
"Postcode 12312, SW18 5AB",SW18 5AB,29,51.445805,-0.198686989
"Postcode 12313, HA3 5JP",HA3 5JP,33,51.603476,-0.341954988
"Postcode 12314, IG11 8QT",IG11 8QT,13,51.542097,0.076565012
"Postcode 12315, W1T 7QF",W1T 7QF,56,51.519696,-0.132988988
"Postcode 12316, SE8 3JY",SE8 3JY,20,51.484511,-0.022496987
"Postcode 12317, SE17 2UD",SE17 2UD,5,51.488088,-0.085244988
"Postcode 12318, EC2R 8HL",EC2R 8HL,44,51.514422,-0.089848988
"Postcode 12319, NW6 2DJ",NW6 2DJ,14,51.546329,-0.202468988
"Postcode 12320, KT2 7BW",KT2 7BW,7,51.416643,-0.280821988
"Postcode 12321, SE13 6DA",SE13 6DA,3,51.45952,-0.010793988
"Postcode 12322, SE1 5JS",SE1 5JS,46,51.485288,-0.068596988
"Postcode 12323, NW11 8JX",NW11 8JX,4,51.572924,-0.198832988
"Postcode 12324, SE13 5LN",SE13 5LN,30,51.463257,-0.011091987
"Postcode 12325, SM1 1NQ",SM1 1NQ,23,51.364175,-0.193261988
"Postcode 12326, UB8 2TE",UB8 2TE,1,51.517916,-0.478081988
"Postcode 12327, UB8 2FB",UB8 2FB,44,51.520804,-0.482217989
"Postcode 12328, TW11 8JZ",TW11 8JZ,96,51.426956,-0.334283988
"Postcode 12329, SE22 9HD",SE22 9HD,225,51.4599,-0.072835989
"Postcode 12330, SW17 0EE",SW17 0EE,3,51.430608,-0.168556988
"Postcode 12331, HA1 2TS",HA1 2TS,13,51.58501,-0.332696989
"Postcode 12332, W1U 2JE",W1U 2JE,1,51.517662,-0.150623989
"Postcode 12333, HA8 7FT",HA8 7FT,4,51.609133,-0.276909988
"Postcode 12334, HA2 0SF",HA2 0SF,12,51.570007,-0.363598989
"Postcode 12335, HA4 7DB",HA4 7DB,7,51.571867,-0.422774988
"Postcode 12336, HA5 3EP",HA5 3EP,76,51.600796,-0.386453988
"Postcode 12337, N1 6BP",N1 6BP,4,51.529748,-0.083929988
"Postcode 12338, N7 0JN",N7 0JN,31,51.552717,-0.125073989
"Postcode 12339, NW5 4AD",NW5 4AD,5,51.552315,-0.153791988
"Postcode 12340, SE2 9AD",SE2 9AD,54,51.497707,0.123849012
"Postcode 12341, N22 6AF",N22 6AF,1,51.596695,-0.112127988
"Postcode 12342, N22 8JP",N22 8JP,3,51.606879,-0.110708988
"Postcode 12343, UB2 5AX",UB2 5AX,11,51.503715,-0.385101989
"Postcode 12344, W5 5NP",W5 5NP,2,51.507767,-0.301357989
"Postcode 12345, W5 2TH",W5 2TH,36,51.512411,-0.311641988
"Postcode 12346, SE24 0BT",SE24 0BT,24,51.461114,-0.097631987
"Postcode 12347, CR8 2JG",CR8 2JG,145,51.345126,-0.122153988
"Postcode 12348, N11 9DQ",N11 9DQ,33,51.609244,-0.110711989
"Postcode 12349, IG1 8LU",IG1 8LU,5,51.55807,0.072373012
"Postcode 12350, UB8 2FD",UB8 2FD,4,51.543167,-0.487702989
"Postcode 12351, N2 0SD",N2 0SD,6,51.594323,-0.184082988
"Postcode 12352, N17 7NA",N17 7NA,347,51.606969,-0.091140988
"Postcode 12353, IG8 7HT",IG8 7HT,1,51.608082,0.037778012
"Postcode 12354, N1 4DW",N1 4DW,70,51.545411,-0.077777989
"Postcode 12355, N16 8HR",N16 8HR,13,51.546811,-0.075972988
"Postcode 12356, N3 3LL",N3 3LL,17,51.59504,-0.200238988
"Postcode 12357, WC1V 7QR",WC1V 7QR,6,51.517927,-0.114723988
"Postcode 12358, SE16 5HJ",SE16 5HJ,9,51.501334,-0.034663988
"Postcode 12359, SE17 1GA",SE17 1GA,2,51.49149,-0.096918988
"Postcode 12360, NW2 5JE",NW2 5JE,3,51.546475,-0.224034988
"Postcode 12361, W12 8TT",W12 8TT,5,51.503426,-0.224498988
"Postcode 12362, WC2A 1DU",WC2A 1DU,163,51.515447,-0.112058989
"Postcode 12363, EC3N 1AF",EC3N 1AF,31,51.514089,-0.077095988
"Postcode 12364, EC3R 8DE",EC3R 8DE,375,51.510071,-0.084438989
"Postcode 12365, E10 6WX",E10 6WX,14,51.570984,-0.008644987
"Postcode 12366, EC1Y 8AG",EC1Y 8AG,1,51.524386,-0.089751989
"Postcode 12367, E17 7FR",E17 7FR,7,51.581184,-0.029418988
"Postcode 12368, E5 8AD",E5 8AD,192,51.560734,-0.059212989
"Postcode 12369, E1 4EE",E1 4EE,13,51.52349,-0.046928988
"Postcode 12370, UB6 0JT",UB6 0JT,3,51.553085,-0.330676988
"Postcode 12371, UB6 0DA",UB6 0DA,805,51.549352,-0.348971988
"Postcode 12372, W14 8AZ",W14 8AZ,10,51.49598,-0.205511988
"Postcode 12373, W1D 4NR",W1D 4NR,3,51.515447,-0.131155989
"Postcode 12374, E1 2BL",E1 2BL,57,51.51669,-0.058188988
"Postcode 12375, W1T 5HD",W1T 5HD,2,51.522902,-0.137366988
"Postcode 12376, W1T 6LQ",W1T 6LQ,39,51.522541,-0.140681988
"Postcode 12377, EC2V 7AW",EC2V 7AW,452,51.51481,-0.094792988
"Postcode 12378, W1H 1WA",W1H 1WA,137,51.521034,-0.159784988
"Postcode 12379, W1H 4NS",W1H 4NS,8,51.519491,-0.165151987
"Postcode 12380, W3 7TG",W3 7TG,1,51.505029,-0.250372989
"Postcode 12381, W3 8UH",W3 8UH,7,51.506243,-0.267810988
"Postcode 12382, W3 8RR",W3 8RR,67,51.50699,-0.274693989
"Postcode 12383, SW4 8BS",SW4 8BS,2,51.456159,-0.130037988
"Postcode 12384, W1T 2LD",W1T 2LD,4,51.519544,-0.134879988
"Postcode 12385, EC1V 9HF",EC1V 9HF,1,51.523628,-0.098011988
"Postcode 12386, IG11 9FA",IG11 9FA,1,51.539044,0.100636013
"Postcode 12387, W1G 6HS",W1G 6HS,2,51.522208,-0.149776988
"Postcode 12388, NW8 9AE",NW8 9AE,1,51.532757,-0.178545989
"Postcode 12389, SE8 3LF",SE8 3LF,30,51.477652,-0.019901988
"Postcode 12390, W1B 2ES",W1B 2ES,109,51.51559,-0.142434987
"Postcode 12391, UB5 6TN",UB5 6TN,6,51.537146,-0.369974988
"Postcode 12392, UB6 8AT",UB6 8AT,31,51.53359,-0.319255988
"Postcode 12393, EC2A 3PG",EC2A 3PG,5,51.525157,-0.080893988
"Postcode 12394, EC2R 8AH",EC2R 8AH,1101,51.514186,-0.088647988
"Postcode 12395, SE18 6NJ",SE18 6NJ,106,51.491603,0.071460012
"Postcode 12396, SE10 9XR",SE10 9XR,1,51.483014,0.003205012
"Postcode 12397, SE1 1GF",SE1 1GF,27,51.504105,-0.092469989
"Postcode 12398, SE11 5SQ",SE11 5SQ,2,51.484848,-0.115051989
"Postcode 12399, SE10 0NA",SE10 0NA,183,51.496874,0.013033012
"Postcode 12400, SE10 8GR",SE10 8GR,30,51.475521,-0.020468988
"Postcode 12401, SE1 4GT",SE1 4GT,316,51.499343,-0.085439988
"Postcode 12402, SM1 4FQ",SM1 4FQ,83,51.360776,-0.190938989
"Postcode 12403, HA3 7RH",HA3 7RH,4,51.593056,-0.330654988
"Postcode 12404, SW10 0UB",SW10 0UB,8,51.48124,-0.183772988
"Postcode 12405, SW19 3BE",SW19 3BE,28,51.410308,-0.191515988
"Postcode 12406, UB8 2AD",UB8 2AD,81,51.532645,-0.485557989
"Postcode 12407, UB8 2XL",UB8 2XL,1,51.543734,-0.488642988
"Postcode 12408, UB10 8NN",UB10 8NN,81,51.561304,-0.449266989
"Postcode 12409, UB8 1UT",UB8 1UT,11,51.546142,-0.479974989
"Postcode 12410, W11 4SH",W11 4SH,2,51.509687,-0.216314988
"Postcode 12411, W12 7FQ",W12 7FQ,249,51.514142,-0.227098989
"Postcode 12412, HA7 1QP",HA7 1QP,6,51.604569,-0.297120988
"Postcode 12413, EC4R 0DJ",EC4R 0DJ,40,51.510859,-0.087547988
"Postcode 12414, HA0 1HD",HA0 1HD,9,51.534882,-0.297948988
"Postcode 12415, HA4 0YP",HA4 0YP,3,51.555214,-0.387100989
"Postcode 12416, SW7 4DU",SW7 4DU,8,51.494372,-0.187524989
"Postcode 12417, TW1 4DB",TW1 4DB,1,51.445299,-0.330385989
"Postcode 12418, TW5 0LF",TW5 0LF,2,51.484688,-0.379242988
"Postcode 12419, NW1 9EJ",NW1 9EJ,21,51.543198,-0.136263987
"Postcode 12420, UB10 0DF",UB10 0DF,2,51.53204,-0.448300988
"Postcode 12421, N3 1BX",N3 1BX,272,51.606282,-0.191576988
"Postcode 12422, W5 4QD",W5 4QD,2,51.500029,-0.306696988
"Postcode 12423, IG6 3XE",IG6 3XE,23,51.610203,0.126020011
"Postcode 12424, NW3 2NY",NW3 2NY,60,51.554178,-0.160784988
"Postcode 12425, W5 2QP",W5 2QP,1,51.522883,-0.301437988
"Postcode 12426, CR0 1SQ",CR0 1SQ,3,51.370949,-0.101773989
"Postcode 12427, CR2 7BT",CR2 7BT,47,51.358265,-0.082734989
"Postcode 12428, SW6 9NS",SW6 9NS,93,51.479381,-0.198492989
"Postcode 12429, KT1 9SB",KT1 9SB,37,51.407826,-0.306466988
"Postcode 12430, HA9 0SP",HA9 0SP,1,51.56125,-0.281922988
"Postcode 12431, WC2H 0NE",WC2H 0NE,20,51.512201,-0.128798988
"Postcode 12432, W1F 8AZ",W1F 8AZ,7,51.515666,-0.135283988
"Postcode 12433, W1U 1AU",W1U 1AU,227,51.516184,-0.148118989
"Postcode 12434, W1W 8NB",W1W 8NB,8,51.51673,-0.141754989
"Postcode 12435, BR1 1JH",BR1 1JH,1,51.404506,0.015315012
"Postcode 12436, RM11 2SG",RM11 2SG,88,51.58424,0.228954012
"Postcode 12437, RM12 5AD",RM12 5AD,1,51.548439,0.199411012
"Postcode 12438, N8 7EJ",N8 7EJ,1,51.584857,-0.115765975
"Postcode 12439, N18 2QE",N18 2QE,7,51.61526,-0.063849988
"Postcode 12440, N12 8LX",N12 8LX,3,51.613737,-0.177645988
"Postcode 12441, RM1 2EA",RM1 2EA,1,51.575818,0.189070013
"Postcode 12442, RM9 6PG",RM9 6PG,388,51.521318,0.147277011
"Postcode 12443, W12 8HR",W12 8HR,21,51.50368,-0.227600988
"Postcode 12444, WC2A 3TS",WC2A 3TS,4,51.517012,-0.113219989
"Postcode 12445, WC2H 7AL",WC2H 7AL,29,51.511519,-0.129558988
"Postcode 12446, WC2H 7AB",WC2H 7AB,4,51.511786,-0.127688988
"Postcode 12447, E20 1GQ",E20 1GQ,116,51.545254,-0.007865988
"Postcode 12448, E2 8GN",E2 8GN,1,51.532173,-0.065605989
"Postcode 12449, UB4 0NB",UB4 0NB,4,51.51733,-0.388381988
"Postcode 12450, E14 8GH",E14 8GH,25,51.500657,-0.024895989
"Postcode 12451, EC2A 2DU",EC2A 2DU,35,51.522216,-0.084174988
"Postcode 12452, E16 2YP",E16 2YP,7,51.50771,0.052519012
"Postcode 12453, E18 1HY",E18 1HY,11,51.595469,0.037055012
"Postcode 12454, E4 9NE",E4 9NE,77,51.60623,-0.007824988
"Postcode 12455, WC2B 4DG",WC2B 4DG,14,51.512501,-0.119432988
"Postcode 12456, EC1A 4JT",EC1A 4JT,24,51.521589,-0.098027987
"Postcode 12457, EN1 2RY",EN1 2RY,17,51.647731,-0.077256988
"Postcode 12458, EN5 2LS",EN5 2LS,75,51.645475,-0.207102988
"Postcode 12459, E1 5NJ",E1 5NJ,1,51.517159,-0.069208987
"Postcode 12460, W1U 1QB",W1U 1QB,24,51.515904,-0.150756988
"Postcode 12461, W1J 7DR",W1J 7DR,48,51.50444,-0.149765988
"Postcode 12462, W1S 1HY",W1S 1HY,48,51.513803,-0.144842988
"Postcode 12463, W1S 2JA",W1S 2JA,31,51.512053,-0.140420988
"Postcode 12464, W1U 7EU",W1U 7EU,2,51.518903,-0.156367988
"Postcode 12465, W2 1DQ",W2 1DQ,57,51.522779,-0.174734989
"Postcode 12466, W2 2PL",W2 2PL,1,51.51661,-0.168365988
"Postcode 12467, E2 7AB",E2 7AB,2,51.530585,-0.065353988
"Postcode 12468, EC1V 7NS",EC1V 7NS,143,51.530082,-0.103970987
"Postcode 12469, SM2 5RD",SM2 5RD,29,51.346636,-0.189542989
"Postcode 12470, HA2 8AY",HA2 8AY,58,51.566784,-0.353685988
"Postcode 12471, SW8 5EL",SW8 5EL,64,51.479302,-0.132536988
"Postcode 12472, EC3M 5BN",EC3M 5BN,2955,51.512422,-0.081273988
"Postcode 12473, NW10 7BR",NW10 7BR,1,51.530375,-0.267667988
"Postcode 12474, EN1 1PN",EN1 1PN,1,51.651477,-0.070633988
"Postcode 12475, SE8 3GN",SE8 3GN,7,51.477118,-0.020773988
"Postcode 12476, WC1H 8NP",WC1H 8NP,6,51.529432,-0.124513988
"Postcode 12477, W12 9UD",W12 9UD,22,51.501336,-0.251767988
"Postcode 12478, W10 4NE",W10 4NE,10,51.527023,-0.210937989
"Postcode 12479, NW1 3FJ",NW1 3FJ,36,51.528774,-0.138917988
"Postcode 12480, NW11 8TE",NW11 8TE,86,51.570193,-0.201941988
"Postcode 12481, SE2 0AS",SE2 0AS,552,51.4776,0.116405012
"Postcode 12482, E3 2QE",E3 2QE,244,51.528681,-0.020222988
"Postcode 12483, N7 6JL",N7 6JL,184,51.560272,-0.120287989
"Postcode 12484, SW1A 1LR",SW1A 1LR,39,51.506319,-0.140708988
"Postcode 12485, SW1W 8BL",SW1W 8BL,15,51.491849,-0.157790988
"Postcode 12486, UB7 7GA",UB7 7GA,1,51.510651,-0.474484988
"Postcode 12487, SW3 2LA",SW3 2LA,2,51.494767,-0.166100988
"Postcode 12488, W11 3PL",W11 3PL,120,51.508651,-0.203226989
"Postcode 12489, HA7 1QA",HA7 1QA,2,51.604364,-0.297806987
"Postcode 12490, W1C 2JX",W1C 2JX,2,51.514091,-0.150004988
"Postcode 12491, HA9 0RS",HA9 0RS,1,51.561036,-0.283411989
"Postcode 12492, N10 2PJ",N10 2PJ,6,51.607022,-0.146186987
"Postcode 12493, SW8 2FS",SW8 2FS,3,51.480521,-0.128392988
"Postcode 12494, SW7 4RW",SW7 4RW,9,51.495318,-0.184720988
"Postcode 12495, N14 7HG",N14 7HG,6,51.62176,-0.121286988
"Postcode 12496, W4 3LW",W4 3LW,1,51.485222,-0.273657988
"Postcode 12497, BR6 7UA",BR6 7UA,3,51.364338,0.070295011
"Postcode 12498, N18 1FD",N18 1FD,194,51.613163,-0.079595989
"Postcode 12499, NW1 2LR",NW1 2LR,35,51.52966,-0.137695988
"Postcode 12500, SW1Y 4PD",SW1Y 4PD,389,51.507732,-0.134569988
"Postcode 12501, SW19 1BF",SW19 1BF,12,51.416014,-0.191808988
"Postcode 12502, CR0 5PP",CR0 5PP,168,51.374804,-0.076253975
"Postcode 12503, CR0 7LR",CR0 7LR,26,51.377577,-0.060646975
"Postcode 12504, CR8 4HA",CR8 4HA,228,51.330711,-0.126087976
"Postcode 12505, W1J 0DA",W1J 0DA,88,51.510275,-0.133889976
"Postcode 12506, SW1Y 4JH",SW1Y 4JH,436,51.506554,-0.135053976
"Postcode 12507, EC4Y 9BS",EC4Y 9BS,73,51.511645,-0.111639976
"Postcode 12508, N19 5HS",N19 5HS,6,51.564967,-0.140654976
"Postcode 12509, W4 1AQ",W4 1AQ,5,51.501323,-0.257545975
"Postcode 12510, W1T 1PS",W1T 1PS,3,51.518118,-0.135687976
"Postcode 12511, W1T 1HT",W1T 1HT,19,51.517137,-0.133392976
"Postcode 12512, W1W 8DE",W1W 8DE,13,51.516798,-0.138076975
